,Dialogue Index,Utterance Index,Speaker Index,Utterance,Emotions,Sentiments,Dialogue Acts
11262,468,24,1,ok,0,0,dict_keys([])
11263,468,25,2,Thank you for using our system !.,-1,-1,dict_keys(['general-bye'])
11264,469,0,1,"Hi, help me please to find a local restaurant",0,0,dict_keys([])
11265,469,1,2,"The address is Parkside, Cambridge .",-1,-1,dict_keys(['Police-Inform'])
11266,469,2,1,i prefer asian oriental food,0,0,dict_keys([])
11267,469,3,2,Would you like to try dojo noodle bar ? You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
11268,469,4,1,is it moderate price range?,0,0,dict_keys([])
11269,469,5,2,Would you like for me to try and make a reservation ? I would suggest dojo noodle bar .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Recommend'])"
11270,469,6,1,Where is it? I want some place in the centre,0,0,dict_keys([])
11271,469,7,2,Shall I try to start and book you into one ?,-1,-1,dict_keys(['Booking-Inform'])
11272,469,8,1,"Let me know their address, please",2,1,dict_keys([])
11273,469,9,2,Their address is 40210 Millers Yard City Centre . It is in the centre area . They serve asian oriental food . Dojo noodle bar looks like a good place . This restaurant is in the cheap price range .,-1,-1,dict_keys(['Restaurant-Inform'])
11274,469,10,1,"no, i need moderate price range",2,1,dict_keys([])
11275,469,11,2,"Okay , how about dojo noodle bar ? They are in the cheap price range .",-1,-1,dict_keys(['Restaurant-Inform'])
11276,470,0,1,I want to go to broxbourne,0,0,dict_keys([])
11277,470,1,2,What day will you be traveling ?,-1,-1,dict_keys(['Train-Request'])
11278,470,2,1,on monday,0,0,dict_keys([])
11279,470,3,2,There are 404 . I have a train leaving at 05:00 would that be okay ?,-1,-1,dict_keys(['Train-Inform'])
11280,470,4,1,Yes,0,0,dict_keys([])
11281,470,5,2,For how many people ?,-1,-1,dict_keys(['Train-Request'])
11282,470,6,1,Just for me,0,0,dict_keys([])
11283,470,7,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11284,470,8,1,Is it departing from cambridge?,0,0,dict_keys([])
11285,470,9,2,It departs from cambridge . The train stop is london kings cross . There is a train meeting your criteria and is leaving at 05:00 . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-Inform'])"
11286,470,10,1,What's the travel time?,0,0,dict_keys([])
11287,470,11,2,,-1,-1,dict_keys([])
11288,470,12,1,Travel time,0,0,dict_keys([])
11289,470,13,2,The travel time for the trip is 51 minutes one way . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Train-Inform'])"
11290,470,14,1,Train ID,0,0,dict_keys([])
11291,470,15,2,TR7075 would be your perfect fit . How about 05:00 will that work for you ?,-1,-1,dict_keys(['Train-Inform'])
11292,470,16,1,Thank you!,6,2,dict_keys([])
11293,470,17,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11294,470,18,1,I'm looking for an expensive guesthouse hotel,0,0,dict_keys([])
11295,470,19,2,Shall I try to start and book you into one ?,-1,-1,dict_keys(['Booking-Inform'])
11296,470,20,1,Yes!,6,2,dict_keys([])
11297,470,21,2,What is the name of the hotel you 'd like to book ?,-1,-1,dict_keys(['Hotel-Request'])
11298,470,22,1,I don't know... I'm looking for one,0,0,dict_keys([])
11299,470,23,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11300,470,24,1,Find me an expensive guesthouse hotel,2,1,dict_keys([])
11301,470,25,2,Do you have a preference of star rating ?,-1,-1,dict_keys(['Hotel-Request'])
11302,470,26,1,4,0,0,dict_keys([])
11303,470,27,2,"Ok , what day would you like to make the reservation on ? How many people will be with you ? Ok and for how many days ? Thank you for contacting the help desk . Have a great day .",-1,-1,"dict_keys(['Booking-Request', 'general-greet'])"
11304,470,28,1,On friday for 4 nights,0,0,dict_keys([])
11305,470,29,2,Can I make a reservation for you ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['Booking-Inform', 'general-reqmore'])"
11306,470,30,1,"Yes, make a reservation for 7 people",0,0,dict_keys([])
11307,470,31,2,What day will you be staying ? What time would you prefer ?,-1,-1,dict_keys(['Booking-Request'])
11308,470,32,1,friday for 4 nights,0,0,dict_keys([])
11309,470,33,2,I am unable to book this for you . Do you have any other preferences ?,-1,-1,dict_keys(['Booking-NoBook'])
11310,470,34,1,try book for 3 nights,0,0,dict_keys([])
11311,470,35,2,"I was able to book you for friday . I have booked you a and b guest house. Yes , I ' ve booked you for 3 night . Is there anything else I can help you with today ?",-1,-1,"dict_keys(['general-reqmore', 'Booking-Book'])"
11312,471,0,1,I am looking for a place to stay,0,0,dict_keys([])
11313,471,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11314,471,2,1,"I am looking for a place to stay, hotel",0,0,dict_keys([])
11315,471,3,2,Ashley hotel is a great place. Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
11316,471,4,1,What stars is the hotel?,0,0,dict_keys([])
11317,471,5,2,"Sorry about that ! how about ashley hotel ? It is rated 2 stars , is that okay ?",-1,-1,dict_keys(['Hotel-Inform'])
11318,471,6,1,Yes,0,0,dict_keys([])
11319,471,7,2,The phone number is 01223350059 . The price range is moderate .,-1,-1,dict_keys(['Hotel-Inform'])
11320,471,8,1,Is the hotel at the centre?,0,0,dict_keys([])
11321,471,9,2,"The parking is free . It is a moderate place . It is rated 0 stars ,. Were you looking for a hotel with a guesthouse ?",-1,-1,"dict_keys(['Hotel-Request', 'Hotel-Inform'])"
11322,471,10,1,I am looking for restaurant in the west,0,0,dict_keys([])
11323,471,11,2,I have 14 options for you. How about tandoori palace ?,-1,-1,"dict_keys(['Restaurant-Select', 'Restaurant-Inform'])"
11324,471,12,1,Do they serve European food?,0,0,dict_keys([])
11325,471,13,2,It is in the west area . Cambridge lodge restaurant looks like a good place .,-1,-1,dict_keys(['Restaurant-Inform'])
11326,471,14,1,Do they serve European food?,0,0,dict_keys([])
11327,471,15,2,Cambridge lodge restaurant looks like a good place .,-1,-1,dict_keys(['Restaurant-Inform'])
11328,471,16,1,I want phone number,0,0,dict_keys([])
11329,471,17,2,The phone number is 01223355166 . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Inform'])"
11330,471,18,1,Price range,0,0,dict_keys([])
11331,471,19,2,They are in the expensive price range .,-1,-1,"dict_keys(['Restaurant-Select', 'Restaurant-Inform'])"
11332,471,20,1,Address,0,0,dict_keys([])
11333,471,21,2,What day would you like the booking to be made for ? Their address is Cambridge Lodge Hotel 139 Huntingdon Road City Centre .,-1,-1,"dict_keys(['Booking-Request', 'Restaurant-Inform'])"
11334,471,22,1,I want to book a table for 5 people at 16:00 on monday,0,0,dict_keys([])
11335,471,23,2,"I apologize , but it looks like none is not working either . I am sorry they do not have a table at none , perhaps another restaurant ? Thank you for contacting the help desk . Have a great day .",-1,-1,"dict_keys(['general-greet', 'Booking-NoBook'])"
11336,471,24,1,I want to book a taxi to commute between the two places. The taxi should arrive at the restaurant from hotel by 16:00,0,0,dict_keys([])
11337,471,25,2,Your reservation is at abbey pool and astroturf pitch . I was able to book a reservation for 1 people . Your reference number is 1 .,-1,-1,dict_keys(['Booking-Book'])
11338,471,26,1,I want to book a taxi to commute between the two places. The taxi should arrive at the restaurant from hotel by 16:00,2,1,dict_keys([])
11339,471,27,2,It does include free parking .,-1,-1,dict_keys(['Hotel-Inform'])
11340,471,28,1,Car type and phone number,0,0,dict_keys([])
11341,471,29,2,,-1,-1,dict_keys([])
11342,471,30,1,Car type,2,1,dict_keys([])
11343,471,31,2,Do you prefer hotel type ?,-1,-1,dict_keys(['Hotel-Select'])
11344,471,32,1,Phone number,2,1,dict_keys([])
11345,471,33,2,How about cityroomz ? Their phone number is 01223304050 . The hotel is 0 stars . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
11346,472,0,1,Hi i need a Taxi,0,0,dict_keys([])
11347,472,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
11348,472,2,1,Need Taxi going to the oak bistro,2,1,dict_keys([])
11349,472,3,2,,-1,-1,dict_keys([])
11350,472,4,1,I need a Taxi going to the oak bistro and departing from saint John's college,2,1,dict_keys([])
11351,472,5,2,"Where are you departing from , please ?",-1,-1,dict_keys(['Taxi-Request'])
11352,472,6,1,the oak bistro,0,0,dict_keys([])
11353,472,7,2,What day will you be arriving ? For how many people ?,-1,-1,dict_keys(['Booking-Request'])
11354,472,8,1,Today and 1 person,0,0,dict_keys([])
11355,472,9,2,For how many people ?,-1,-1,dict_keys(['Booking-Request'])
11356,472,10,1,1,2,1,dict_keys([])
11357,472,11,2,Where are you departing from ? And where will you be going ?,-1,-1,dict_keys(['Taxi-Request'])
11358,472,12,1,Departing from saint John's college and going to the oak bistro,0,0,dict_keys([])
11359,472,13,2,Where are you leaving from ? What time would you like the taxi to pick you up ?,-1,-1,dict_keys(['Taxi-Request'])
11360,472,14,1,the oak bistro,2,1,dict_keys([])
11361,472,15,2,The post code is cb21eg .,-1,-1,dict_keys(['Restaurant-Inform'])
11362,472,16,1,Yes Book The Taxi,2,1,dict_keys([])
11363,472,17,2,It will leave at none . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Taxi-Inform'])"
11364,472,18,1,Book it,2,1,dict_keys([])
11365,472,19,2,Can I make a reservation for you ?,-1,-1,dict_keys(['Booking-Inform'])
11366,472,20,1,Yes,0,0,dict_keys([])
11367,472,21,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11368,472,22,1,Book the Taxi,2,1,dict_keys([])
11369,472,23,2,The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
11370,472,24,1,Okay Book the Taxi,2,1,dict_keys([])
11371,472,25,2,"Let 's decide on none . Unfortunately , that appears to already be booked . Do you want to try one of the others ? When is your arrival time ? Where will you leave from ?",-1,-1,"dict_keys(['Taxi-Request', 'Booking-NoBook'])"
11372,472,26,1,St John's college 2 pm,0,0,dict_keys([])
11373,472,27,2,,-1,-1,dict_keys([])
11374,472,28,1,Book the Taxi,2,1,dict_keys([])
11375,472,29,2,Where will you be leaving from ? Where will the taxi be taking you ? What time do you need to book a taxi for ?,-1,-1,dict_keys(['Taxi-Request'])
11376,472,30,1,saint John's college,2,1,dict_keys([])
11377,472,31,2,"The contact number is 68126499945 . Where are you departing from , please ? Is there anything else I can help you with ?",-1,-1,"dict_keys(['Taxi-Request', 'general-reqmore', 'Taxi-Inform'])"
11378,472,32,1,What is the Car type?,0,0,dict_keys([])
11379,472,33,2,I ' m happy to have been able to help you today . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-greet', 'general-reqmore'])"
11380,472,34,1,Car type?,2,1,dict_keys([])
11381,472,35,2,,-1,-1,dict_keys([])
11382,473,0,1,I'm looking forward to trying local restaurants. The restaurant should serve european food. The restaurant should be in the moderate price range.,0,0,dict_keys([])
11383,473,1,2,It is in the centre area . There is a restaurant called eraina that meets your criteria . This is a expensive one .,-1,-1,dict_keys(['Restaurant-Inform'])
11384,473,2,1,moderate price range,2,1,dict_keys([])
11385,473,3,2,I will go ahead and book that now . It is in the centre area .,-1,-1,"dict_keys(['Booking-Inform', 'Restaurant-Inform'])"
11386,473,4,1,moderate price range ?,2,1,dict_keys([])
11387,473,5,2,You are more than welcome !.,-1,-1,dict_keys(['general-greet'])
11388,473,6,1,could you share that address. I'm looking for a place to stay. The hotel should have a star of 4,0,0,dict_keys([])
11389,473,7,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
11390,473,8,1,could you share that address. I'm looking for a place to stay. The hotel should have a star of 4,2,1,dict_keys([])
11391,473,9,2,It is located at 124 tenison road. Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
11392,473,10,1,The hotel should be in the moderate price range.,2,1,dict_keys([])
11393,473,11,2,It is in the centre area .,-1,-1,dict_keys(['Restaurant-Inform'])
11394,473,12,1,The hotel should be in the moderate price range ?,2,1,dict_keys([])
11395,473,13,2,We have 21 such places . It is moderate .,-1,-1,dict_keys(['Hotel-Inform'])
11396,473,14,1,"Okay thanks , postcode ?",0,0,dict_keys([])
11397,473,15,2,The address is 124 tenison road . The postal code for that hotel is cb12dp . The name is none . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform', 'Police-Inform'])"
11398,473,16,1,want to book it for 1 people on tuesday for 2 nights.,0,0,dict_keys([])
11399,473,17,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11400,473,18,1,I want to book it for 1 people on tuesday for 2 nights.If the booking fails how about wednesday.,0,0,dict_keys([])
11401,473,19,2,I will book it for you and get a reference number ?,-1,-1,dict_keys(['Booking-Inform'])
11402,473,20,1,yes ,0,0,dict_keys([])
11403,473,21,2,The name is none . I ' m happy to have been able to help you today . Is there anything else I can help you with today ? You are welcome . Have a good day !.,-1,-1,"dict_keys(['general-greet', 'general-reqmore', 'general-welcome', 'Police-Inform'])"
11404,473,22,1,I want to book it for 1 people on tuesday for 2 nights.If the booking fails how about wednesday.,2,1,dict_keys([])
11405,473,23,2,"I have also reserved for tuesday. I was able to book it for you for 1 people . Reference number is : 00000000 . Yes , I ' ve booked you for 2 night . Is there anything else I can help you with ?",-1,-1,"dict_keys(['general-reqmore', 'Booking-Book'])"
11406,473,24,1,thank you ,0,0,dict_keys([])
11407,473,25,2,You 're welcome ! I hope you have a wonderful trip !.,-1,-1,dict_keys(['general-welcome'])
11408,474,0,1,book a restauraunt,0,0,dict_keys([])
11409,474,1,2,The name is none .,-1,-1,dict_keys(['Police-Inform'])
11410,474,2,1,book a restaurant for 1,0,0,dict_keys([])
11411,474,3,2,"The address is Parkside, Cambridge . The phone is 01223358966 . The postcode is none .",-1,-1,dict_keys(['Police-Inform'])
11412,474,4,1,I need to book a restauraunt,0,0,dict_keys([])
11413,474,5,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11414,474,6,1,yes book a restaurant ,0,0,dict_keys([])
11415,474,7,2,"The address is Parkside, Cambridge . The phone is 01223358966 . The postcode is none .",-1,-1,dict_keys(['Police-Inform'])
11416,474,8,1,I need a place to eat,0,0,dict_keys([])
11417,474,9,2,,-1,-1,dict_keys([])
11418,474,10,1,food,2,1,dict_keys([])
11419,474,11,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
11420,474,12,1,japanese food,0,0,dict_keys([])
11421,474,13,2,Can I make a reservation for you ?,-1,-1,dict_keys(['Booking-Inform'])
11422,474,14,1,what i my options,0,0,dict_keys([])
11423,474,15,2,I ' m happy to have been able to help you today . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-greet', 'general-reqmore'])"
